t,cruise,dive,id,version,mode,toa_time,toa_mode,mfd_peak,mfd_power,mfd_ratio,spl,shf_agn,shf_ainpshift,shf_ainshift,shf_mfdshift,shf_p2bshift,rate,src,dest,psk_error,packet_type,nframes,nbad,snr_rss,snr_in,snr_out,snr_symbols,mse,dqf,dop,noise_stdev,carrier_hz,bandwidth_hz,pcm,lon_ship,lat_ship,heading_ship,lat_sentry,lon_sentry,depth_sentry,heading_sentry,alt_sentry,range_horizontal,range_slant,nadir_angle,absolute_bearing,relative_bearing
2024-06-30 02:51:03.932,AT50-26,sentry733,$CACST,6.0,0.0,20240630025100.7,3.0,32767.0,45.0,102.0,150.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,1.0,0.0,150.0,5.5,6.0,0.0,-3.0,-1.0,-1.1,83.0,10000.0,2000.0,43,-130.01951481780003,45.96280093053333,254.73622622870414,45.9630958,-130.019352,1464.997,1484.719,209.09,35.15958171980802,1465.418850088845,1.3748212454071116,20.99802434432752,126.26179811562338
2024-06-30 02:52:03.949,AT50-26,sentry733,$CACST,6.0,0.0,20240630025200.72,3.0,32767.0,45.0,102.0,150.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,1.0,0.0,150.0,14.6,8.0,0.0,-5.0,-1.0,-0.6,73.0,10000.0,2000.0,73,-130.01951492704998,45.96281988764979,255.352961115823,45.9630958,-130.019352,1464.997,1484.719,209.09,33.201246853590995,1465.3731718581562,1.2982727880063085,22.31673486542013,126.96377374959712
2024-06-30 02:53:03.964,AT50-26,sentry733,$CACST,6.0,0.0,20240630025300.734,3.0,32767.0,45.0,102.0,150.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,1.0,0.0,150.0,7.8,6.0,0.0,-3.0,-1.0,-0.7,81.0,10000.0,2000.0,42,-130.01953287673334,45.96280052953333,255.38911646586345,45.9630958,-130.019352,1464.997,1484.719,209.09,35.725249359207226,1465.4325311834652,1.3969314678072917,23.065141003385747,127.6760245375223
2024-06-30 02:54:03.986,AT50-26,sentry733,$CACST,6.0,0.0,20240630025400.76,3.0,32767.0,45.0,116.0,150.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,1.0,0.0,150.0,8.9,5.0,0.0,-2.0,-1.0,-0.7,80.0,10000.0,2000.0,4E,-130.0195797913666,45.9627322382008,255.80834997504002,45.9630958,-130.019352,1464.997,1484.719,209.09,44.14344242072514,1465.6619165134066,1.725920185207837,23.534639013726746,127.72628903868673
2024-06-30 02:55:04.008,AT50-26,sentry733,$CACST,6.0,0.0,20240630025500.78,3.0,32767.0,45.0,101.0,150.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,1.0,0.0,150.0,8.5,4.0,0.0,-1.0,-1.0,-1.1,80.0,10000.0,2000.0,44,-130.0196431816,45.962675756399996,254.99519960337878,45.9630958,-130.019352,1464.997,1484.719,209.09,51.904659372879756,1465.9161994035044,2.029133501926012,25.72802419894566,130.73282459556688
2024-06-30 02:56:04.035,AT50-26,sentry733,$CACST,6.0,0.0,20240630025600.805,3.0,32767.0,45.0,102.0,150.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,1.0,0.0,150.0,8.0,3.0,0.0,0.0,-1.0,-1.4,81.0,10000.0,2000.0,6C,-130.01977865408332,45.96255811291642,256.27859578470424,45.9630958,-130.019352,1464.997,1484.719,209.09,68.35649844815457,1466.590883951313,2.6714732435272635,28.880133247701508,132.60153746299727
2024-06-30 02:57:04.049,AT50-26,sentry733,$CACST,6.0,0.0,20240630025700.824,3.0,32767.0,45.0,150.0,150.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,1.0,0.0,150.0,16.9,4.0,0.0,-1.0,-1.0,-1.0,70.0,10000.0,2000.0,7F,-130.01985697936652,45.96245214205019,255.24861138021092,45.9630958,-130.019352,1464.997,1484.719,209.09,81.61422926697567,1467.2685822397489,3.188622449338404,28.606019427794763,133.35740804758385
2024-06-30 02:58:04.070,AT50-26,sentry733,$CACST,6.0,0.0,20240630025800.848,3.0,32767.0,45.0,102.0,150.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,1.0,0.0,150.0,10.0,4.0,0.0,-1.0,-1.0,-1.0,79.0,10000.0,2000.0,77,-130.019984498667,45.962334857666626,255.49,45.9630958,-130.019352,1464.997,1484.719,209.09,97.83076084708344,1468.259877466152,3.820471872162682,30.018755654277015,134.528755654277
2024-06-30 02:59:04.092,AT50-26,sentry733,$CACST,6.0,0.0,20240630025900.87,3.0,32767.0,45.0,102.0,150.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,1.0,0.0,150.0,10.4,5.0,0.0,-2.0,-1.0,-1.4,79.0,10000.0,2000.0,7B,-130.02009328813332,45.962220945333335,255.10405999616,45.9630958,-130.019352,1464.997,1484.719,209.09,113.02595676891842,1469.3505629741767,4.411686299951373,30.49782003641627,135.39376004025627
2024-06-30 03:00:04.102,AT50-26,sentry733,$CACST,6.0,0.0,20240630030000.887,3.0,32767.0,45.0,118.0,150.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,3.0,1.0,0.0,150.0,10.1,6.0,0.0,-3.0,-1.0,-1.1,79.0,10000.0,2000.0,7D,-130.02020937400047,45.96211024806634,255.3676876846326,45.9630958,-130.019352,1464.997,1484.719,209.09,128.211354287403,1470.5966004915183,5.001580633075989,31.16194750724901,135.7942598226164
